time,comp_dis,comp_auto,comp_conn,batt_cap,batt_volt,batt_cur,batt_temp,mas_dn,mas_up,mas_lt,mas_rt,mas_a,mas_b,mas_x,mas_y,mas_l1,mas_l2,mas_r1,mas_r2,mas_lx,mas_ly,mas_rx,mas_ry,imu_cal,imu_hdg,imu_rot,imu_euler_pitch,imu_euler_yaw,imu_euler_roll,imu_acc_x,imu_acc_y,imu_acc_z,gps_x,gps_y,gps_pitch,gps_yaw,gps_roll,gps_hdg,gps_rot,gps_acc_x,gps_acc_y,gps_acc_z,gps_error,gps_gyro_x,gps_gyro_y,gps_gyro_z,left_vel,left_cur,left_pos,left_volt,left_temp,right_vel,right_cur,right_pos,right_volt,right_temp
00014957,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,268.940898,268.940898,3.859141,-91.059102,-2.237920,0.015869,0.079590,-0.678467,-0.555901,-0.456625,4.873842,165.174697,-1.734544,165.174697,0.000000,0.791260,-0.396240,-0.340088,0.009905,0.015869,0.079590,-0.678467,170.800000,207.000000,21.606667,8870.000000,35.000000,149.133333,480.000000,16.608889,8957.000000,30.000000
00014977,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,269.215433,269.215433,3.723047,-90.784567,-2.229412,-0.259521,0.083496,-0.956543,-0.562736,-0.428159,4.867817,165.472985,-1.726763,165.472985,0.000000,-0.292236,-0.495361,-1.402588,0.009905,-0.259521,0.083496,-0.956543,173.533333,199.000000,21.664444,8876.000000,35.000000,147.666667,433.000000,16.660000,8907.000000,35.000000
00015000,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,269.420359,269.420359,3.861191,-90.579641,-2.233664,0.068848,-0.052734,-0.977539,-0.560312,-0.409010,4.819012,166.498415,-1.557780,166.498415,0.000000,-0.687988,-0.458008,-0.876221,0.009909,0.068848,-0.052734,-0.977539,172.933333,200.000000,21.722222,8870.000000,35.000000,147.333333,401.000000,16.722222,8926.000000,30.000000
00015020,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,269.579556,269.579556,3.757943,-90.420444,-2.320559,0.171875,0.032715,-1.278564,-0.566422,-0.381740,4.932061,166.658009,-1.515297,166.658009,0.000000,0.928711,-0.150635,-1.266357,0.009909,0.171875,0.032715,-1.278564,167.733333,215.000000,21.778889,8852.000000,35.000000,152.000000,401.000000,16.772222,8957.000000,30.000000
00015043,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,269.743648,269.743648,3.756138,-90.256352,-2.265923,0.070068,0.023438,-0.921387,-0.559466,-0.373030,4.769768,167.530293,-1.348506,167.530293,0.000000,-0.557617,-0.016357,-0.773682,0.009911,0.070068,0.023438,-0.921387,165.066667,268.000000,21.833333,8920.000000,35.000000,150.400000,393.000000,16.822222,8950.000000,30.000000
00015063,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,269.925471,269.925471,3.665439,-90.074529,-2.160959,0.071533,0.035645,-1.220215,-0.564298,-0.346834,4.771069,167.703411,-1.364436,167.703411,0.000000,-0.102539,-0.115723,-1.314941,0.009911,0.071533,0.035645,-1.220215,167.266667,329.000000,21.888889,8876.000000,35.000000,156.066667,373.000000,16.875556,8993.000000,35.000000
00015083,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,270.190254,270.190254,3.735596,-89.809746,-2.262362,-0.293457,0.093994,-0.812500,-0.557799,-0.326915,4.522962,168.660033,-1.289639,168.660033,0.000000,-0.228760,0.258301,-1.414062,0.009914,-0.293457,0.093994,-0.812500,167.933333,359.000000,21.972222,8938.000000,35.000000,155.200000,332.000000,16.953333,8981.000000,30.000000
00015106,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,-2.000000,0,270.350052,270.350052,3.611978,-89.649948,-2.273366,0.121582,0.046631,-1.101562,-0.562052,-0.301166,4.774001,168.850623,-1.301781,168.850623,0.000000,0.288574,-0.561035,-0.640381,0.009914,0.121582,0.046631,-1.101562,167.266667,328.000000,22.028889,8870.000000,35.000000,153.800000,316.000000,17.005556,8957.000000,30.000000
00015126,0,0,0,64.000000,12871.000000,1147.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,-38.000000,0,270.489693,270.489693,3.612071,-89.510307,-2.101861,0.017578,-0.029541,-0.906494,-0.553683,-0.294121,4.741968,169.684480,-1.230652,169.684480,0.000000,0.530762,-0.335205,-1.347412,0.009916,0.017578,-0.029541,-0.906494,167.466667,308.000000,22.083333,8759.000000,35.000000,153.866667,332.000000,17.056667,9092.000000,35.000000
00015149,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,-48.000000,0,270.636853,270.636853,3.469544,-89.363147,-2.202294,0.114746,0.099365,-1.079590,-0.547357,-0.274266,4.660436,170.397169,-1.145777,170.397169,0.000000,0.853516,0.617676,-0.955322,0.009919,0.114746,0.099365,-1.079590,132.600000,179.000000,22.160000,6006.000000,35.000000,191.066667,549.000000,17.142222,11531.000000,30.000000
00015179,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,-48.000000,0,270.465863,270.465863,3.805290,-89.534137,-2.144373,-0.137695,-0.023682,-1.103027,-0.542883,-0.245359,4.326749,170.868001,-1.053213,170.868001,0.000000,0.035156,-0.934082,-1.375000,0.009921,-0.137695,-0.023682,-1.103027,99.066667,0.000000,22.233333,4638.000000,35.000000,183.133333,838.000000,17.267778,11907.000000,30.000000
00015216,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,-16.000000,0,270.133653,270.133653,3.616981,-89.866347,-2.191937,-0.046143,-0.075684,-1.039062,-0.545366,-0.222387,4.353209,170.523527,-1.014709,170.523527,0.000000,-0.157715,-1.223633,-1.121338,0.009921,-0.046143,-0.075684,-1.039062,93.466667,8.000000,22.265556,4540.000000,35.000000,180.133333,839.000000,17.328889,11889.000000,35.000000
00015236,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,269.570880,269.570880,3.138934,-90.429120,-2.242318,-0.310059,0.063232,-1.216553,-0.538188,-0.211248,4.572715,170.548239,-0.946626,170.548239,0.000000,-0.247314,-0.690918,-1.167969,0.009919,-0.310059,0.063232,-1.216553,118.200000,140.000000,22.300000,6437.000000,35.000000,174.000000,723.000000,17.391111,10244.000000,35.000000
00015259,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,268.715132,268.715132,2.907860,-91.284868,-2.414278,-0.143555,-0.000488,-0.927979,-0.539016,-0.190058,4.793664,169.770226,-0.926561,169.770226,0.000000,0.723633,-0.786133,-0.906006,0.009919,-0.143555,-0.000488,-0.927979,157.466667,322.000000,22.350000,8291.000000,35.000000,170.266667,499.000000,17.448889,9154.000000,30.000000
00015279,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,267.788362,267.788362,2.584093,-92.211638,-2.491138,-0.036133,0.005615,-1.136475,-0.531209,-0.180077,4.761149,169.324392,-0.862215,169.324392,0.000000,0.633789,-0.562988,-0.965088,0.009916,-0.036133,0.005615,-1.136475,171.666667,373.000000,22.434444,8858.000000,35.000000,171.200000,226.000000,17.533333,8926.000000,30.000000
00015306,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,266.450850,266.450850,2.363175,-93.549150,-2.490569,-0.036133,-0.149902,-0.587891,-0.530379,-0.151299,4.684715,168.001043,-0.877901,168.001043,0.000000,-0.195312,-0.030273,-0.739990,0.009916,-0.036133,-0.149902,-0.587891,177.466667,241.000000,22.493333,8895.000000,35.000000,168.000000,169.000000,17.588889,8932.000000,30.000000
00015326,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,265.615394,265.615394,2.133463,-94.384606,-2.313615,0.004639,-0.148926,-1.154053,-0.523395,-0.142112,4.757630,167.636680,-0.849555,167.636680,0.000000,-0.107178,0.631104,-1.380127,0.009913,0.004639,-0.148926,-1.154053,174.133333,174.000000,22.552222,8901.000000,35.000000,170.600000,172.000000,17.645556,8932.000000,35.000000
00015349,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,264.777610,264.777610,2.010115,-95.222390,-2.218639,0.013672,-0.047607,-0.873535,-0.523033,-0.124215,4.804424,166.803178,-0.861387,166.803178,0.000000,-0.127197,0.591553,-0.608887,0.009913,0.013672,-0.047607,-0.873535,180.200000,168.000000,22.611111,8901.000000,35.000000,170.866667,168.000000,17.702222,8920.000000,30.000000
00015369,0,0,0,64.000000,12848.000000,1080.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.974070,263.974070,1.866620,-96.025930,-1.993926,-0.018066,-0.047119,-1.061035,-0.518939,-0.114386,5.012344,166.438623,-0.870103,166.438623,0.000000,1.069092,0.465820,-0.976562,0.009910,-0.018066,-0.047119,-1.061035,175.200000,172.000000,22.670000,8901.000000,35.000000,170.533333,167.000000,17.757778,8932.000000,35.000000
00015389,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,263.223328,263.223328,1.937891,-96.776672,-1.926607,0.123535,-0.015869,-1.236816,-0.519410,-0.097715,4.827699,165.693491,-0.790824,165.693491,0.000000,0.124268,0.185791,-0.999023,0.009910,0.123535,-0.015869,-1.236816,163.200000,198.000000,22.726667,8864.000000,35.000000,168.800000,164.000000,17.813333,8913.000000,35.000000
00015412,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.621841,262.621841,2.208080,-97.378159,-1.815972,-0.024902,-0.083984,-0.953857,-0.518190,-0.088649,4.414522,165.493762,-0.785734,165.493762,0.000000,-1.469971,0.542480,-0.942139,0.009906,-0.024902,-0.083984,-0.953857,150.400000,323.000000,22.780000,8858.000000,35.000000,168.333333,169.000000,17.868889,8944.000000,30.000000
00015432,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.271239,262.271239,2.293383,-97.728761,-1.729419,-0.060303,-0.072266,-1.107910,-0.520474,-0.067621,4.536787,165.469338,-0.701852,165.469338,0.000000,-0.559814,-0.063477,-1.606201,0.009903,-0.060303,-0.072266,-1.107910,148.733333,560.000000,22.855556,8784.000000,35.000000,165.066667,177.000000,17.953333,8907.000000,35.000000
00015455,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.034067,262.034067,2.162048,-97.965933,-1.420124,-0.012451,0.008789,-1.224609,-0.522870,-0.050036,4.641683,165.371570,-0.758520,165.371570,0.000000,0.371094,-0.096924,-1.284424,0.009903,-0.012451,0.008789,-1.224609,155.000000,603.000000,22.904444,8796.000000,35.000000,165.533333,176.000000,18.008889,8969.000000,30.000000
00015475,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,261.943218,261.943218,2.270979,-98.056782,-1.238705,0.025391,-0.078369,-0.958008,-0.526415,-0.036892,4.512589,165.615586,-0.698261,165.615586,0.000000,0.551270,0.204590,-0.746338,0.009899,0.025391,-0.078369,-0.958008,160.533333,534.000000,22.957778,8827.000000,35.000000,164.600000,177.000000,18.064444,8895.000000,35.000000
00015498,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,261.907539,261.907539,2.268571,-98.092461,-1.101662,0.131836,-0.106201,-1.174072,-0.529597,-0.019528,4.397079,165.515264,-0.703137,165.515264,0.000000,-0.073975,1.333496,-1.936768,0.009899,0.131836,-0.106201,-1.174072,165.466667,455.000000,23.012222,8938.000000,35.000000,166.000000,184.000000,18.120000,8987.000000,30.000000
00015518,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,261.920362,261.920362,2.391149,-98.079638,-1.109968,-0.134033,0.097900,-0.756592,-0.532282,-0.004590,4.387862,165.854560,-0.551260,165.854560,0.000000,-0.301270,1.271484,-0.715820,0.009895,-0.134033,0.097900,-0.756592,166.333333,399.000000,23.066667,8950.000000,35.000000,163.666667,196.000000,18.175556,9037.000000,35.000000
00015541,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,261.990338,261.990338,2.411822,-98.009662,-1.090892,0.061279,0.188965,-1.209717,-0.535588,0.012941,4.418376,165.926933,-0.576810,165.926933,0.000000,0.484863,1.301270,-0.719971,0.009895,0.061279,0.188965,-1.209717,163.733333,382.000000,23.124444,8858.000000,35.000000,166.800000,196.000000,18.235556,8926.000000,30.000000
00015561,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,262.107539,262.107539,2.416968,-97.892461,-1.125105,0.150146,0.127441,-0.684326,-0.538765,0.028893,4.550854,166.384200,-0.522856,166.384200,0.000000,0.576660,0.376953,-0.921875,0.009893,0.150146,0.127441,-0.684326,164.866667,361.000000,23.180000,8852.000000,35.000000,165.266667,184.000000,18.291111,8895.000000,35.000000
00015581,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.293590,262.293590,2.518219,-97.706410,-1.330526,0.059082,0.087646,-1.358154,-0.543619,0.054537,4.449650,166.585568,-0.515220,166.585568,0.000000,0.516846,1.162109,-1.590576,0.009893,0.059082,0.087646,-1.358154,166.533333,326.000000,23.262222,8963.000000,35.000000,166.133333,189.000000,18.375556,9043.000000,35.000000
00015604,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.424643,262.424643,2.213108,-97.575357,-1.388362,-0.001953,0.024414,-0.962158,-0.546856,0.072003,4.546963,166.968318,-0.398322,166.968318,0.000000,-0.473877,1.301025,-0.851318,0.009890,-0.001953,0.024414,-0.962158,166.666667,301.000000,23.317778,8870.000000,35.000000,166.266667,192.000000,18.431111,8907.000000,35.000000
00015624,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.542372,262.542372,2.129463,-97.457628,-1.343244,0.110352,0.197998,-0.721924,-0.550297,0.090124,4.982037,167.116779,-0.415803,167.116779,0.000000,1.033447,1.386475,-0.652588,0.009890,0.110352,0.197998,-0.721924,165.666667,281.000000,23.373333,8858.000000,35.000000,161.466667,193.000000,18.486667,8901.000000,35.000000
00015647,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.651924,262.651924,2.190452,-97.348076,-1.365390,0.068359,0.072754,-1.107666,-0.552940,0.108476,4.884095,167.519009,-0.398063,167.519009,0.000000,-0.215820,0.594971,-0.927490,0.009887,0.068359,0.072754,-1.107666,166.066667,274.000000,23.430000,8858.000000,35.000000,160.333333,210.000000,18.540000,8901.000000,35.000000
00015667,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.752592,262.752592,1.902672,-97.247408,-1.403222,-0.070068,0.120361,-0.927979,-0.556232,0.126647,5.068461,167.684136,-0.442474,167.684136,0.000000,0.073486,-0.184082,-1.243652,0.009887,-0.070068,0.120361,-0.927979,166.066667,287.000000,23.485556,8864.000000,35.000000,166.133333,225.000000,18.595556,8895.000000,35.000000
00015694,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,262.892858,262.892858,1.965425,-97.107142,-1.484789,-0.032959,0.123047,-0.978271,-0.560782,0.154579,5.023884,168.132278,-0.412831,168.132278,0.000000,-0.541260,0.464111,-1.322266,0.009883,-0.032959,0.123047,-0.978271,165.600000,286.000000,23.568889,8852.000000,35.000000,163.066667,225.000000,18.676667,8895.000000,30.000000
00015714,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,262.981930,262.981930,2.031770,-97.018070,-1.588949,-0.002686,0.058105,-0.979980,-0.563121,0.175070,5.262932,168.477763,-0.376494,168.477763,0.000000,0.598145,0.563721,-1.116699,0.009881,-0.002686,0.058105,-0.979980,167.066667,287.000000,23.624444,8864.000000,35.000000,161.400000,224.000000,18.731111,8889.000000,35.000000
00015734,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.054676,263.054676,1.985970,-96.945324,-1.573773,-0.053467,0.123047,-0.812256,-0.566176,0.192874,5.261223,168.561187,-0.397972,168.561187,0.000000,-0.014648,0.205811,-0.182617,0.009881,-0.053467,0.123047,-0.812256,168.066667,298.000000,23.680000,8950.000000,35.000000,157.133333,240.000000,18.784444,8981.000000,35.000000
00015757,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.106413,263.106413,1.975337,-96.893587,-1.625096,-0.072754,0.035156,-0.897705,-0.569124,0.213022,5.251493,168.855541,-0.397054,168.855541,0.000000,0.460938,-0.266602,-1.122314,0.009879,-0.072754,0.035156,-0.897705,174.333333,287.000000,23.736667,8889.000000,35.000000,159.200000,251.000000,18.837778,8926.000000,30.000000
00015777,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.170463,263.170463,2.025126,-96.829537,-1.489517,-0.040771,-0.027832,-0.926270,-0.572283,0.230999,5.255311,168.938637,-0.387611,168.938637,0.000000,0.512939,-0.150146,-0.749023,0.009879,-0.040771,-0.027832,-0.926270,167.800000,266.000000,23.793333,8876.000000,35.000000,162.000000,246.000000,18.892222,8895.000000,35.000000
00015800,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.243919,263.243919,2.117466,-96.756081,-1.444890,0.211426,-0.000244,-0.697510,-0.574072,0.251732,5.248154,169.240763,-0.365977,169.240763,0.000000,-0.052979,-0.201660,-0.766357,0.009874,0.211426,-0.000244,-0.697510,167.066667,245.000000,23.848889,8870.000000,35.000000,161.733333,230.000000,18.946667,8907.000000,30.000000
00015820,0,0,0,64.000000,12852.000000,1012.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.324617,263.324617,1.924125,-96.675383,-1.464463,-0.004395,0.106689,-1.381592,-0.577259,0.270206,5.388595,169.337902,-0.362252,169.337902,0.000000,0.367920,0.145752,-0.995605,0.009874,-0.004395,0.106689,-1.381592,168.066667,254.000000,23.905556,8870.000000,35.000000,161.933333,229.000000,19.000000,8901.000000,35.000000
00015843,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.388240,263.388240,2.136341,-96.611760,-1.436899,-0.010986,0.070801,-0.757812,-0.579827,0.290180,5.168909,169.617585,-0.364976,169.617585,0.000000,0.065186,0.075439,-1.072021,0.009872,-0.010986,0.070801,-0.757812,171.733333,258.000000,23.962222,8870.000000,35.000000,162.000000,225.000000,19.055556,8907.000000,35.000000
00015863,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.447115,263.447115,1.876935,-96.552885,-1.486880,-0.010986,0.047607,-1.503418,-0.582987,0.308812,5.341887,169.696309,-0.346508,169.696309,0.000000,0.209229,-0.148193,-0.649902,0.009872,-0.010986,0.047607,-1.503418,170.733333,248.000000,24.017778,8876.000000,35.000000,161.200000,223.000000,19.108889,8895.000000,35.000000
00015886,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,263.522667,263.522667,1.973889,-96.477333,-1.649667,-0.018311,0.089111,-0.681885,-0.586413,0.337961,5.105259,169.980391,-0.299807,169.980391,0.000000,0.341553,0.036865,-0.754150,0.009869,-0.018311,0.089111,-0.681885,169.000000,241.000000,24.103333,8876.000000,35.000000,165.266667,218.000000,19.191111,8913.000000,35.000000
00015906,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.576377,263.576377,1.865112,-96.423623,-1.674427,0.087402,0.107910,-1.105713,-0.589261,0.356739,5.287285,170.027150,-0.290875,170.027150,0.000000,0.470215,0.256348,-1.076660,0.009869,0.087402,0.107910,-1.105713,170.733333,247.000000,24.160000,8969.000000,35.000000,167.000000,216.000000,19.246667,8993.000000,35.000000
00015926,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.617880,263.617880,1.792156,-96.382120,-1.767673,0.008545,0.043213,-0.992676,-0.591538,0.375797,5.036203,170.260879,-0.243472,170.260879,0.000000,-0.470215,0.107178,-0.720703,0.009866,0.008545,0.043213,-0.992676,169.733333,245.000000,24.206667,8895.000000,35.000000,167.733333,208.000000,19.301111,8932.000000,35.000000
00015949,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.655862,263.655862,1.638379,-96.344138,-1.752799,0.017822,0.118652,-1.236572,-0.593113,0.385307,5.125094,170.312871,-0.229276,170.312871,0.000000,-0.235840,-0.442627,-1.040771,0.009866,0.017822,0.118652,-1.236572,169.400000,246.000000,24.263333,8883.000000,35.000000,166.800000,199.000000,19.356667,8920.000000,35.000000
00015969,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,263.697927,263.697927,1.870747,-96.302073,-1.739553,0.097900,-0.081543,-0.930176,-0.594636,0.405234,5.196273,170.551722,-0.295168,170.551722,0.000000,0.156738,0.039551,-0.944092,0.009863,0.097900,-0.081543,-0.930176,170.266667,255.000000,24.347778,8876.000000,35.000000,163.800000,180.000000,19.440000,8913.000000,35.000000
00016002,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,28.000000,0,263.763152,263.763152,1.761717,-96.236848,-1.814441,0.009033,0.021729,-1.220215,-0.599310,0.433255,5.125493,170.604247,-0.245235,170.604247,0.000000,-0.315918,0.102295,-1.345459,0.009863,0.009033,0.021729,-1.220215,170.400000,263.000000,24.404444,8870.000000,35.000000,167.466667,174.000000,19.495556,8920.000000,35.000000
00016022,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,53.000000,0,263.806029,263.806029,1.700104,-96.193971,-1.803114,-0.038086,0.030029,-0.943359,-0.602202,0.453375,5.247797,170.843918,-0.219009,170.843918,0.000000,0.298584,0.056152,-0.885010,0.009861,-0.038086,0.030029,-0.943359,177.933333,318.000000,24.464444,9911.000000,35.000000,159.400000,157.000000,19.551111,7996.000000,30.000000
00016069,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,88.000000,0,264.183566,264.183566,2.060857,-95.816434,-1.862212,0.131836,0.176758,-0.650879,-0.609431,0.503146,5.143237,171.268605,-0.232352,171.268605,0.000000,-0.439209,0.356689,-0.442871,0.009857,0.131836,0.176758,-0.650879,195.066667,882.000000,24.631111,11692.000000,35.000000,91.333333,0.000000,19.664444,4263.000000,35.000000
00016089,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,97.000000,0,264.677382,264.677382,1.746144,-95.322618,-1.804883,0.006348,-0.069824,-1.186523,-0.611671,0.524436,5.179612,171.806018,-0.262563,171.806018,0.000000,-0.588867,0.263428,-1.186768,0.009853,0.006348,-0.069824,-1.186523,195.733333,911.000000,24.695556,11765.000000,35.000000,72.733333,0.000000,19.693333,2273.000000,35.000000
00016109,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,97.000000,0,266.415745,266.415745,1.476329,-93.584255,-1.540725,0.071533,-0.130859,-0.921387,-0.618738,0.567498,5.649323,173.526133,-0.210819,173.526133,0.000000,1.146240,-0.364746,-1.195801,0.009845,0.071533,-0.130859,-0.921387,213.466667,818.000000,24.833333,11846.000000,35.000000,69.200000,0.000000,19.735556,2797.000000,35.000000
00016151,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,97.000000,0.000000,0.000000,0.000000,0,269.380527,269.380527,1.114530,-90.619473,-1.411263,-0.321289,-0.044922,-1.238037,-0.625213,0.607118,5.594856,176.396274,-0.151331,176.396274,0.000000,0.735352,0.148438,-0.909912,0.009838,-0.321289,-0.044922,-1.238037,209.466667,643.000000,24.974444,11704.000000,35.000000,96.000000,0.000000,19.791111,3838.000000,30.000000
00016187,0,0,0,64.000000,12880.000000,970.000000,22.000000,0,0,0,0,0,0,0,0,0,0,0,0,96.000000,0.000000,0.000000,0.000000,0,273.730151,273.730151,1.040507,-86.269849,-1.295606,-0.090332,-0.038818,-1.416748,-0.635397,0.643389,5.270723,-179.382802,-0.091360,180.617198,0.000000,0.738770,0.584473,-1.243652,0.009838,-0.090332,-0.038818,-1.416748,178.866667,303.000000,25.106667,9111.000000,35.000000,140.133333,211.000000,19.864444,8341.000000,35.000000
