time,comp_dis,comp_auto,comp_conn,batt_cap,batt_volt,batt_cur,batt_temp,mas_dn,mas_up,mas_lt,mas_rt,mas_a,mas_b,mas_x,mas_y,mas_lx,mas_ly,mas_rx,mas_ry,imu_cal,imu_hdg,imu_rot,imu_euler_pitch,imu_euler_yaw,imu_euler_roll,imu_acc_x,imu_acc_y,imu_acc_z,gps_x,gps_y,gps_pitch,gps_yaw,gps_roll,gps_hdg,gps_rot,gps_acc_x,gps_acc_y,gps_acc_z,gps_error,gps_gyro_x,gps_gyro_y,gps_gyro_z,left_vel,left_cur,left_pos,left_volt,left_temp,right_vel,right_cur,right_pos,right_volt,right_temp
00030939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,174.654948,174.654948,0.493585,174.654948,-2.048724,0.192139,0.035156,-1.069824,0.964908,-0.953057,4.641762,83.916565,-1.815816,83.916565,0.000000,-0.145752,-0.042480,-1.255615,0.009789,0.192139,0.035156,-1.069824,94.133333,771.000000,35.668889,6345.000000,35.000000,74.133333,717.000000,23.507778,6345.000000,35.000000
00030962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,174.285799,174.285799,0.589371,174.285799,-2.085714,-0.133057,-0.007812,-1.221436,0.961620,-0.957138,4.743844,84.043340,-1.756018,84.043340,0.000000,-0.210938,-0.008789,-1.439941,0.008386,-0.133057,-0.007812,-1.221436,91.133333,769.000000,35.708889,6332.000000,35.000000,68.333333,798.000000,23.532222,6308.000000,35.000000
00030982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,173.883562,173.883562,0.608284,173.883562,-1.998908,0.021729,0.081299,-0.927734,0.961536,-0.952286,4.440150,83.033729,-1.853775,83.033729,0.000000,0.236328,-0.079346,-0.482422,0.009791,0.021729,0.081299,-0.927734,89.400000,819.000000,35.743333,6283.000000,35.000000,61.533333,999.000000,23.562222,6357.000000,35.000000
00031005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.000000,0.000000,0.000000,0.000000,0,173.299433,173.299433,0.659788,173.299433,-2.102123,0.006348,0.034912,-1.097900,0.957441,-0.952888,4.579816,82.341796,-1.854764,82.341796,0.000000,0.575928,0.004395,-0.964844,0.009795,0.006348,0.034912,-1.097900,84.533333,886.000000,35.780000,6289.000000,35.000000,54.066667,1114.000000,23.581111,6332.000000,35.000000
00031025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,172.896633,172.896633,0.818246,172.896633,-2.030028,0.107666,0.029785,-1.018799,0.956396,-0.951588,4.444461,81.918837,-1.852401,81.918837,0.000000,-0.458740,-0.022705,-1.099854,0.009795,0.107666,0.029785,-1.018799,89.600000,886.000000,35.808889,6388.000000,35.000000,63.666667,1171.000000,23.601111,6456.000000,35.000000
00031045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,172.506044,172.506044,1.026290,172.506044,-2.102480,0.082764,0.081055,-0.874268,0.953133,-0.952439,4.553088,81.441468,-1.842439,81.441468,0.000000,0.180664,0.229004,-0.870117,0.009797,0.082764,0.081055,-0.874268,87.200000,898.000000,35.838889,6295.000000,35.000000,57.466667,1148.000000,23.621111,6302.000000,35.000000
00031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,172.056173,172.056173,1.199348,172.056173,-2.104831,0.117920,0.103760,-0.920654,0.951793,-0.950895,4.536298,81.000825,-1.868044,81.000825,0.000000,0.275391,0.330566,-0.951172,0.009797,0.117920,0.103760,-0.920654,89.400000,887.000000,35.867778,6289.000000,35.000000,54.133333,1167.000000,23.638889,6351.000000,35.000000
00031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,171.603553,171.603553,1.324355,171.603553,-2.198123,0.457031,0.019287,-1.237305,0.946874,-0.952575,4.447017,80.409160,-1.845787,80.409160,0.000000,-0.413574,0.132324,-1.103271,0.009798,0.457031,0.019287,-1.237305,85.666667,877.000000,35.896667,6277.000000,35.000000,50.800000,1212.000000,23.656667,6345.000000,35.000000
00031111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,171.179436,171.179436,1.263135,171.179436,-2.246729,-0.053711,0.086670,-0.970215,0.944911,-0.951064,4.453063,79.983742,-1.848693,79.983742,0.000000,-0.105957,0.230713,-0.587158,0.009798,-0.053711,0.086670,-0.970215,84.866667,894.000000,35.924444,6277.000000,35.000000,57.933333,1263.000000,23.674444,6351.000000,35.000000
00031131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,170.790181,170.790181,1.328786,170.790181,-2.246212,0.056152,-0.015625,-0.958740,0.939449,-0.952905,4.489275,79.451452,-1.843532,79.451452,0.000000,0.358887,-0.025879,-1.063477,0.009798,0.056152,-0.015625,-0.958740,88.333333,908.000000,35.954444,6295.000000,35.000000,64.600000,1201.000000,23.696667,6382.000000,35.000000
00031151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,170.422489,170.422489,1.574560,170.422489,-2.180230,0.063721,-0.019043,-0.886475,0.940259,-0.956931,4.498270,79.913794,-1.825863,79.913794,0.000000,0.290527,0.119629,-0.961182,0.008392,0.063721,-0.019043,-0.886475,80.200000,923.000000,35.995556,6265.000000,35.000000,59.400000,1096.000000,23.726667,6363.000000,35.000000
00031174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.750711,169.750711,1.828722,169.750711,-2.178231,0.195312,-0.007324,-1.019043,0.931132,-0.953601,4.362934,78.368682,-1.856656,78.368682,0.000000,0.099365,0.043457,-0.946777,0.009795,0.195312,-0.007324,-1.019043,94.466667,917.000000,36.025556,6295.000000,35.000000,54.266667,1134.000000,23.745556,6345.000000,35.000000
00031194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.281807,169.281807,1.771031,169.281807,-2.268715,-0.012207,0.080078,-0.993408,0.933132,-0.957895,4.369322,78.973939,-1.837670,78.973939,0.000000,-0.180176,0.260498,-0.659424,0.008390,-0.012207,0.080078,-0.993408,80.933333,874.000000,36.055556,6295.000000,35.000000,67.200000,1165.000000,23.765556,6382.000000,35.000000
00031217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.887494,168.887494,1.638536,168.887494,-2.236815,-0.049805,0.001953,-0.769043,0.921640,-0.956424,4.321998,77.282983,-1.855409,77.282983,0.000000,0.227783,0.227539,-1.028564,0.009793,-0.049805,0.001953,-0.769043,82.933333,909.000000,36.081111,6277.000000,35.000000,68.466667,1091.000000,23.788889,6308.000000,35.000000
00031237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.496701,168.496701,1.899591,168.496701,-2.209408,0.131592,0.055420,-1.054932,0.923609,-0.960063,4.407975,78.023840,-1.827798,78.023840,0.000000,0.357422,0.135986,-0.962891,0.008552,0.131592,0.055420,-1.054932,91.333333,933.000000,36.111111,6295.000000,35.000000,62.400000,1023.000000,23.814444,6376.000000,35.000000
00031257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.077241,168.077241,1.901104,168.077241,-2.084785,0.002930,0.007080,-0.780518,0.912533,-0.959465,4.189862,76.350163,-1.918021,76.350163,0.000000,-0.259277,0.348877,-1.107422,0.009791,0.002930,0.007080,-0.780518,83.866667,917.000000,36.153333,6289.000000,35.000000,69.400000,1074.000000,23.847778,6388.000000,35.000000
00031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.510942,167.510942,2.155945,167.510942,-2.199315,0.147461,0.084717,-0.893311,0.904315,-0.963739,4.379868,75.652125,-1.851654,75.652125,0.000000,0.287109,-0.161865,-1.096436,0.009788,0.147461,0.084717,-0.893311,84.266667,944.000000,36.181111,6295.000000,35.000000,74.800000,1002.000000,23.872222,6382.000000,35.000000
00031304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.213792,167.213792,2.171709,167.213792,-2.156876,0.043701,-0.063965,-0.942383,0.900159,-0.964223,4.325524,75.356309,-1.868881,75.356309,0.000000,-0.042236,-0.056885,-0.709961,0.009788,0.043701,-0.063965,-0.942383,85.533333,951.000000,36.208889,6289.000000,35.000000,69.666667,925.000000,23.895556,6388.000000,35.000000
00031324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.937820,166.937820,2.365680,166.937820,-2.137178,0.166748,0.066162,-0.973145,0.892362,-0.967620,4.382845,75.016903,-1.829382,75.016903,0.000000,0.034668,0.101318,-1.018799,0.009786,0.166748,0.066162,-0.973145,82.800000,932.000000,36.237778,6283.000000,35.000000,68.933333,930.000000,23.918889,6394.000000,35.000000
00031347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.574773,166.574773,2.331297,166.574773,-2.100091,0.051758,0.004150,-1.123535,0.895759,-0.966987,4.435458,75.274798,-1.830043,75.274798,0.000000,0.513184,-0.038330,-0.872070,0.009976,0.051758,0.004150,-1.123535,95.200000,927.000000,36.281111,6326.000000,35.000000,77.733333,905.000000,23.956667,6332.000000,35.000000
00031375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.313397,166.313397,2.377303,166.313397,-2.000427,0.066650,-0.025879,-0.992432,0.877650,-0.970759,4.343589,74.283389,-1.822250,74.283389,0.000000,-0.449219,0.003906,-1.023682,0.011389,0.066650,-0.025879,-0.992432,82.066667,902.000000,36.324444,6283.000000,35.000000,74.066667,820.000000,23.994444,6351.000000,35.000000
00031410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.188300,166.188300,2.494841,166.188300,-1.988975,0.098877,-0.002197,-1.047363,0.871872,-0.973216,4.635746,74.174625,-1.796890,74.174625,0.000000,0.597412,-0.309814,-0.998535,0.013174,0.098877,-0.002197,-1.047363,89.933333,896.000000,36.353333,6314.000000,35.000000,81.000000,813.000000,24.020000,6339.000000,35.000000
00031430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.103192,166.103192,2.400861,166.103192,-1.866426,0.005859,0.104980,-0.795654,0.867061,-0.974650,4.497910,74.058314,-1.841588,74.058314,0.000000,-0.184570,0.071045,-1.149414,0.013174,0.005859,0.104980,-0.795654,81.800000,914.000000,36.382222,6308.000000,35.000000,82.733333,779.000000,24.047778,6339.000000,35.000000
00031453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.019343,166.019343,2.359990,166.019343,-1.779675,0.086426,0.068115,-1.061035,0.852858,-0.980624,4.694846,73.975361,-1.832422,73.975361,0.000000,-0.170654,-0.111816,-1.123291,0.011782,0.086426,0.068115,-1.061035,85.933333,924.000000,36.408889,6302.000000,35.000000,74.866667,745.000000,24.074444,6326.000000,35.000000
00031473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.921850,165.921850,2.384818,165.921850,-1.869158,0.014648,0.064209,-0.931152,0.847766,-0.982477,4.696438,73.871467,-1.825074,73.871467,0.000000,0.440186,-0.018799,-1.446533,0.011782,0.014648,0.064209,-0.931152,91.800000,919.000000,36.438889,6320.000000,35.000000,81.466667,757.000000,24.098889,6320.000000,35.000000
00031493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.820586,165.820586,2.491028,165.820586,-1.918648,-0.017578,0.033691,-1.126953,0.828833,-0.988461,4.731009,73.815869,-1.798422,73.815869,0.000000,0.505615,-0.164307,-1.002686,0.010972,-0.017578,0.033691,-1.126953,85.533333,871.000000,36.483333,6308.000000,35.000000,80.800000,729.000000,24.141111,6339.000000,35.000000
00031516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.780587,165.780587,2.714604,165.780587,-1.901785,0.126465,0.034668,-0.795166,0.834346,-0.986111,4.902176,73.949529,-1.816592,73.949529,0.000000,0.074463,0.123291,-0.390381,0.009094,0.126465,0.034668,-0.795166,90.066667,886.000000,36.512222,6314.000000,35.000000,79.800000,715.000000,24.167778,6326.000000,35.000000
00031536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.772060,165.772060,2.532171,165.772060,-1.842435,0.054688,-0.025635,-1.216309,0.809890,-0.994349,4.873511,73.763010,-1.811155,73.763010,0.000000,0.312744,-0.050781,-1.357910,0.010471,0.054688,-0.025635,-1.216309,93.466667,866.000000,36.543333,6332.000000,35.000000,83.200000,725.000000,24.194444,6345.000000,35.000000
00031559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.844004,165.844004,2.595160,165.844004,-1.902845,0.019775,-0.009521,-0.971436,0.816667,-0.991333,4.687349,73.859384,-1.793506,73.859384,0.000000,-0.771240,0.173828,-0.698242,0.008803,0.019775,-0.009521,-0.971436,89.533333,834.000000,36.573333,6320.000000,35.000000,83.600000,714.000000,24.223333,6339.000000,35.000000
00031579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,165.974761,165.974761,2.620491,165.974761,-1.928983,0.190674,0.041992,-1.061523,0.787501,-1.001331,4.921009,74.006070,-1.770342,74.006070,0.000000,1.169922,0.049072,-1.389648,0.010161,0.190674,0.041992,-1.061523,98.066667,789.000000,36.604444,6339.000000,35.000000,81.333333,696.000000,24.250000,6332.000000,35.000000
00031599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.108067,166.108067,2.596797,166.108067,-1.909784,0.021484,-0.132812,-0.953369,0.796694,-0.997290,4.864195,73.874547,-1.809671,73.874547,0.000000,-0.878662,0.283203,-1.150635,0.008616,0.021484,-0.132812,-0.953369,94.600000,763.000000,36.636667,6339.000000,35.000000,88.200000,685.000000,24.278889,6357.000000,35.000000
00031622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.291933,166.291933,2.739133,166.291933,-1.973199,0.079834,0.130127,-1.038330,0.763144,-1.009816,4.797250,74.338925,-1.745946,74.338925,0.000000,0.023438,-0.172363,-1.164062,0.009973,0.079834,0.130127,-1.038330,91.866667,743.000000,36.666667,6332.000000,35.000000,84.866667,662.000000,24.307778,6363.000000,35.000000
00031642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.503307,166.503307,3.003654,166.503307,-1.922282,0.108887,-0.027832,-0.926270,0.775541,-1.004407,4.893747,74.191386,-1.763821,74.191386,0.000000,0.467773,-0.436279,-0.745605,0.008501,0.108887,-0.027832,-0.926270,99.866667,734.000000,36.700000,6357.000000,35.000000,85.000000,650.000000,24.335556,6357.000000,35.000000
00031665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.757014,166.757014,3.162798,166.757014,-1.871664,0.038818,-0.041992,-0.906494,0.736738,-1.016985,4.752799,74.890504,-1.806232,74.890504,0.000000,-0.125000,0.032471,-0.734375,0.009868,0.038818,-0.041992,-0.906494,97.333333,685.000000,36.748889,6351.000000,35.000000,90.933333,636.000000,24.380000,6369.000000,35.000000
00031685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,166.970325,166.970325,3.075496,166.970325,-1.827940,0.046387,0.057373,-0.931885,0.723710,-1.020951,4.665920,75.138085,-1.817596,75.138085,0.000000,0.078125,-0.033691,-1.573975,0.009816,0.046387,0.057373,-0.931885,101.333333,656.000000,36.782222,6357.000000,35.000000,86.200000,605.000000,24.410000,6369.000000,35.000000
00031705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.182977,167.182977,2.982019,167.182977,-1.777410,-0.010986,0.001465,-0.943359,0.713915,-1.024179,4.772971,75.343776,-1.845359,75.343776,0.000000,0.151123,0.323730,-0.639648,0.009816,-0.010986,0.001465,-0.943359,100.533333,645.000000,36.815556,6363.000000,35.000000,91.600000,597.000000,24.438889,6369.000000,35.000000
00031732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.447985,167.447985,2.936140,167.447985,-1.702247,-0.036621,0.003662,-0.995850,0.702051,-1.026955,4.744210,75.728595,-1.745240,75.728595,0.000000,-0.044922,-0.048096,-1.171143,0.009797,-0.036621,0.003662,-0.995850,106.000000,615.000000,36.850000,6369.000000,35.000000,93.866667,585.000000,24.470000,6394.000000,35.000000
00031752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.656680,167.656680,2.940247,167.656680,-1.773073,0.114014,0.060791,-0.939209,0.692506,-1.030036,4.878892,75.967700,-1.724028,75.967700,0.000000,0.623047,0.006104,-0.908936,0.009797,0.114014,0.060791,-0.939209,105.200000,580.000000,36.884444,6376.000000,35.000000,92.600000,553.000000,24.501111,6388.000000,35.000000
00031772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,167.979320,167.979320,2.866013,167.979320,-1.755397,-0.093750,0.084229,-1.160156,0.676038,-1.032903,4.632563,76.298185,-1.776930,76.298185,0.000000,0.258301,-0.067383,-1.136719,0.009794,-0.093750,0.084229,-1.160156,107.333333,542.000000,36.937778,6283.000000,35.000000,98.200000,514.000000,24.550000,6412.000000,35.000000
00031795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.181700,168.181700,2.851202,168.181700,-1.743434,0.068604,0.001709,-0.781250,0.689354,-1.028230,4.799763,76.023352,-1.724400,76.023352,0.000000,0.300049,-0.145020,-0.714111,0.008389,0.068604,0.001709,-0.781250,104.000000,526.000000,36.972222,6277.000000,35.000000,92.733333,496.000000,24.581111,6400.000000,35.000000
00031815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.339313,168.339313,2.663806,168.339313,-1.757919,-0.912109,0.092285,-1.953369,0.655936,-1.035574,4.482709,76.691789,-1.829477,76.691789,0.000000,-0.098145,-0.223633,-1.550537,0.009797,-0.912109,0.092285,-1.953369,100.666667,515.000000,37.006667,6271.000000,35.000000,96.600000,490.000000,24.612222,6400.000000,35.000000
00031838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.329805,168.329805,2.569054,168.329805,-1.831220,0.220459,0.073730,-0.589600,0.669438,-1.034039,4.648147,76.370585,-1.745759,76.370585,0.000000,1.882568,0.403076,-0.576172,0.008391,0.220459,0.073730,-0.589600,100.866667,557.000000,37.040000,6363.000000,35.000000,94.400000,496.000000,24.644444,6388.000000,35.000000
00031858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.317007,168.317007,2.637408,168.317007,-1.922918,0.036377,0.097656,-1.162354,0.646173,-1.039132,4.335475,76.613057,-1.721436,76.613057,0.000000,-0.902100,-0.045410,-1.525879,0.009804,0.036377,0.097656,-1.162354,101.333333,595.000000,37.074444,6376.000000,35.000000,94.666667,507.000000,24.675556,6388.000000,35.000000
00031878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.404768,168.404768,2.584442,168.404768,-1.910953,0.008789,-0.064941,-1.030273,0.651933,-1.038376,4.684224,76.825585,-1.804019,76.825585,0.000000,0.310547,-0.188477,-0.772461,0.008395,0.008789,-0.064941,-1.030273,100.000000,628.000000,37.106667,6369.000000,35.000000,96.466667,508.000000,24.707778,6394.000000,35.000000
00031901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.514462,168.514462,2.674995,168.514462,-1.828395,0.144531,0.032959,-0.851807,0.630931,-1.041156,4.484221,76.829144,-1.749488,76.829144,0.000000,-0.579834,0.467773,-1.265381,0.009806,0.144531,0.032959,-0.851807,99.866667,631.000000,37.140000,6363.000000,35.000000,91.466667,513.000000,24.738889,6382.000000,35.000000
00031921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.593561,168.593561,2.793370,168.593561,-1.740276,0.091797,0.037598,-1.225586,0.641309,-1.039904,4.347760,76.712272,-1.738503,76.712272,0.000000,0.483887,0.059570,-0.428467,0.009806,0.091797,0.037598,-1.225586,102.533333,628.000000,37.191111,6376.000000,35.000000,99.866667,504.000000,24.794444,6406.000000,35.000000
00031944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.675676,168.675676,2.996213,168.675676,-1.698977,0.058594,0.068604,-1.058838,0.611167,-1.044523,4.504743,77.003764,-1.844218,77.003764,0.000000,-0.514893,0.271484,-0.975098,0.009806,0.058594,0.068604,-1.058838,102.066667,589.000000,37.226667,6283.000000,35.000000,97.533333,472.000000,24.827778,6406.000000,35.000000
00031964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.775896,168.775896,3.039167,168.775896,-1.595745,-0.014160,-0.005371,-0.793213,0.597779,-1.047001,4.469362,77.094094,-1.796737,77.094094,0.000000,-0.027588,-0.073486,-0.978760,0.009805,-0.014160,-0.005371,-0.793213,99.533333,580.000000,37.260000,6369.000000,35.000000,97.000000,451.000000,24.861111,6400.000000,35.000000
00031984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,168.900976,168.900976,2.931488,168.900976,-1.444220,0.124756,-0.029541,-1.032471,0.589783,-1.048645,4.697241,77.233887,-1.779881,77.233887,0.000000,0.495117,-0.110596,-0.576660,0.009805,0.124756,-0.029541,-1.032471,105.200000,570.000000,37.293333,6308.000000,35.000000,96.333333,462.000000,24.893333,6400.000000,35.000000
00032007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.002450,169.002450,2.938588,169.002450,-1.469420,-0.012695,0.053467,-0.972656,0.575294,-1.052051,4.467941,77.313411,-1.767361,77.313411,0.000000,-0.566650,0.153076,-1.644287,0.009803,-0.012695,0.053467,-0.972656,103.866667,562.000000,37.328889,6345.000000,35.000000,92.733333,488.000000,24.923333,6394.000000,35.000000
00032027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.062970,169.062970,2.831656,169.062970,-1.545045,0.121094,0.134766,-0.991211,0.566719,-1.053832,4.828943,77.414744,-1.809424,77.414744,0.000000,0.927490,0.239746,-1.024902,0.009803,0.121094,0.134766,-0.991211,105.333333,532.000000,37.363333,6320.000000,35.000000,97.400000,492.000000,24.956667,6412.000000,35.000000
00032050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.133620,169.133620,2.989487,169.133620,-1.537002,0.054199,-0.056641,-0.378174,0.552293,-1.057369,4.655527,77.508857,-1.833586,77.508857,0.000000,-0.484863,0.325195,-0.737793,0.009800,0.054199,-0.056641,-0.378174,103.066667,531.000000,37.397778,6271.000000,35.000000,96.333333,478.000000,24.988889,6406.000000,35.000000
00032070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.241588,169.241588,2.847005,169.241588,-1.564242,0.002930,-0.311035,-0.730957,0.544491,-1.059032,4.729579,77.596256,-1.760229,77.596256,0.000000,1.279785,-0.647949,-1.394775,0.009800,0.002930,-0.311035,-0.730957,103.800000,531.000000,37.433333,6376.000000,35.000000,96.466667,464.000000,25.021111,6400.000000,35.000000
00032090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.316140,169.316140,2.988991,169.316140,-1.636485,0.090820,0.048828,-0.779541,0.530610,-1.064564,4.606096,77.677132,-1.736577,77.677132,0.000000,-0.253906,-0.427734,-0.997559,0.009796,0.090820,0.048828,-0.779541,102.733333,538.000000,37.467778,6271.000000,35.000000,97.400000,472.000000,25.053333,6406.000000,35.000000
00032113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.435996,169.435996,2.851720,169.435996,-1.547561,0.068359,-0.010498,-1.189941,0.527143,-1.065130,4.623517,77.730244,-1.734804,77.730244,0.000000,-0.387695,0.288574,-0.905518,0.009796,0.068359,-0.010498,-1.189941,97.933333,559.000000,37.500000,6265.000000,35.000000,90.466667,487.000000,25.084444,6394.000000,35.000000
00032133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.521621,169.521621,2.651170,169.521621,-1.431722,-0.105957,0.069580,-0.902100,0.533952,-1.065230,4.603544,77.586393,-1.788460,77.586393,0.000000,0.184326,0.006592,-1.162842,0.009796,-0.105957,0.069580,-0.902100,98.933333,601.000000,37.533333,6357.000000,35.000000,91.866667,519.000000,25.114444,6376.000000,35.000000
00032160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.650973,169.650973,2.532522,169.650973,-1.416492,-0.115234,0.023682,-0.844482,0.502256,-1.070897,4.729526,77.979375,-1.774242,77.979375,0.000000,0.002197,-0.034180,-0.695068,0.009793,-0.115234,0.023682,-0.844482,96.400000,665.000000,37.582222,6351.000000,35.000000,85.866667,580.000000,25.158889,6369.000000,35.000000
00032180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.698377,169.698377,2.478089,169.698377,-1.366796,-0.002441,0.001465,-0.866455,0.488926,-1.073689,4.822489,78.118335,-1.807811,78.118335,0.000000,0.581543,0.101074,-1.069580,0.009788,-0.002441,0.001465,-0.866455,101.266667,669.000000,37.615556,6357.000000,35.000000,87.200000,611.000000,25.187778,6369.000000,35.000000
00032200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.784181,169.784181,2.407755,169.784181,-1.363836,0.039062,-0.054932,-1.159180,0.482544,-1.074415,4.657462,78.107509,-1.839334,78.107509,0.000000,-0.166260,-0.066162,-0.909180,0.009788,0.039062,-0.054932,-1.159180,96.266667,674.000000,37.647778,6357.000000,35.000000,91.933333,611.000000,25.217778,6382.000000,35.000000
00032223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.000000,0.000000,0.000000,0.000000,0,169.933186,169.933186,2.221428,169.933186,-1.338569,-0.213135,0.170898,-0.885742,0.475817,-1.075279,4.609163,78.225036,-1.802506,78.225036,0.000000,0.613525,-0.277100,-1.486572,0.009788,-0.213135,0.170898,-0.885742,98.466667,682.000000,37.680000,6357.000000,35.000000,87.466667,593.000000,25.247778,6363.000000,35.000000
